user_id,age,gender,activity_level,goal,bmi,fitness_experience,has_gym_membership
15162,54,male,high,lose_weight,22.4,beginner,False
15163,31,male,low,lose_weight,21.4,beginner,True
15164,34,male,low,lose_weight,21.9,advanced,False
15165,51,male,medium,lose_weight,24.5,advanced,True
15166,18,male,medium,lose_weight,25.6,beginner,False
15167,42,male,medium,lose_weight,22.1,intermediate,True
15168,22,male,medium,gain_muscle,24.2,beginner,False
15169,23,male,high,gain_muscle,22.1,advanced,True
15170,41,female,medium,gain_muscle,22.9,beginner,False
15171,28,male,medium,lose_weight,22.5,intermediate,True
15172,28,male,high,lose_weight,21.9,intermediate,False
15173,24,female,low,gain_muscle,20.3,intermediate,True
15174,17,male,high,lose_weight,23.8,advanced,False
15175,32,female,medium,stay_fit,27.4,beginner,False
15176,36,female,high,stay_fit,24.3,beginner,False
15177,34,male,low,gain_muscle,23.1,beginner,True
15178,37,male,high,stay_fit,26.4,intermediate,True
15179,23,male,medium,gain_muscle,22.5,beginner,False
15180,45,male,medium,gain_muscle,24.6,beginner,True
15181,51,male,medium,gain_muscle,19.3,advanced,False
15182,38,male,high,stay_fit,24.0,advanced,False
15183,36,female,medium,stay_fit,23.0,intermediate,True
15184,36,male,medium,stay_fit,18.4,beginner,True
15185,20,male,medium,gain_muscle,22.7,beginner,False
15186,24,female,low,gain_muscle,17.0,advanced,False
15187,18,male,low,gain_muscle,22.2,intermediate,True
15188,25,male,medium,lose_weight,25.5,advanced,True
15189,25,male,low,lose_weight,21.3,beginner,True
15190,16,male,high,lose_weight,21.9,intermediate,False
15191,31,female,medium,gain_muscle,19.4,beginner,False
15192,17,male,medium,stay_fit,24.9,intermediate,True
15193,29,male,low,stay_fit,22.7,advanced,True
15194,23,male,medium,gain_muscle,23.9,beginner,True
15195,35,male,high,lose_weight,27.4,beginner,False
15196,50,male,medium,stay_fit,21.0,beginner,False
15197,25,female,medium,stay_fit,27.8,beginner,False
15198,24,female,low,lose_weight,23.2,beginner,True
15199,19,male,medium,stay_fit,27.2,intermediate,False
15200,17,male,medium,gain_muscle,23.7,advanced,False
15201,22,male,low,stay_fit,19.1,advanced,True
15202,25,male,medium,lose_weight,20.3,beginner,True
15203,35,male,high,stay_fit,23.2,beginner,False
15204,16,male,low,stay_fit,19.0,beginner,False
15205,29,male,medium,lose_weight,25.6,beginner,False
15206,24,male,high,gain_muscle,26.5,intermediate,False
15207,19,female,high,stay_fit,19.6,intermediate,False
15208,26,female,low,lose_weight,23.1,beginner,False
15209,43,male,medium,gain_muscle,23.7,beginner,False
15210,19,male,high,lose_weight,26.1,beginner,False
15211,41,female,low,gain_muscle,25.2,beginner,True
15212,18,male,medium,gain_muscle,22.8,beginner,True
15213,45,female,medium,gain_muscle,19.8,beginner,True
15214,50,male,medium,lose_weight,24.0,intermediate,True
15215,32,male,medium,lose_weight,23.6,intermediate,False
15216,17,male,high,gain_muscle,21.5,beginner,False
15217,25,female,low,lose_weight,30.4,intermediate,True
15218,25,male,medium,gain_muscle,24.5,beginner,False
15219,20,male,medium,gain_muscle,22.1,beginner,False
15220,41,male,low,stay_fit,22.3,beginner,False
15221,17,female,low,lose_weight,26.5,advanced,False
15222,21,female,high,stay_fit,27.6,beginner,True
15223,17,female,medium,lose_weight,25.9,beginner,True
15224,19,female,medium,gain_muscle,27.0,beginner,True
15225,20,male,medium,lose_weight,20.3,intermediate,False
15226,43,male,low,gain_muscle,23.9,intermediate,True
15227,16,male,medium,stay_fit,20.5,beginner,True
15228,25,male,low,lose_weight,26.4,beginner,False
15229,21,female,medium,stay_fit,26.7,advanced,False
15230,44,female,low,gain_muscle,21.0,beginner,True
15231,16,male,high,stay_fit,22.2,beginner,True
15232,19,male,medium,stay_fit,21.1,advanced,False
15233,36,female,medium,lose_weight,24.7,beginner,True
15234,27,male,medium,gain_muscle,23.7,beginner,False
15235,22,male,low,lose_weight,24.1,advanced,False
15236,33,male,high,lose_weight,23.0,intermediate,False
15237,43,male,low,gain_muscle,29.5,beginner,False
15238,22,male,medium,lose_weight,26.9,intermediate,False
15239,23,male,low,gain_muscle,23.6,beginner,True
15240,32,male,high,gain_muscle,19.4,beginner,True
15241,29,female,medium,gain_muscle,18.9,beginner,False
15242,32,male,low,gain_muscle,19.1,intermediate,False
15243,30,male,medium,stay_fit,25.3,beginner,False
15244,18,female,high,stay_fit,23.5,beginner,True
15245,18,male,medium,gain_muscle,27.7,advanced,True
15246,31,male,medium,lose_weight,26.2,advanced,True
15247,18,female,low,gain_muscle,17.3,advanced,False
15248,17,male,low,lose_weight,21.5,beginner,True
15249,22,female,low,lose_weight,19.0,beginner,False
15250,44,male,medium,gain_muscle,22.8,advanced,False
15251,33,male,medium,lose_weight,24.9,beginner,True
15252,22,male,high,gain_muscle,24.2,intermediate,False
15253,22,male,medium,stay_fit,23.9,advanced,True
15254,19,female,low,stay_fit,20.5,intermediate,True
15255,24,male,medium,stay_fit,30.9,beginner,True
15256,32,female,medium,lose_weight,24.5,intermediate,False
15257,46,female,medium,lose_weight,28.7,beginner,False
15258,18,male,medium,lose_weight,26.5,beginner,True
15259,18,female,low,gain_muscle,25.8,intermediate,False
15260,19,male,low,lose_weight,25.8,advanced,False
15261,28,female,medium,stay_fit,22.3,beginner,True
15262,31,female,low,lose_weight,22.2,intermediate,True
15263,16,male,medium,lose_weight,23.7,beginner,False
15264,53,male,medium,stay_fit,23.5,advanced,False
15265,36,male,high,stay_fit,16.6,intermediate,True
15266,20,male,high,gain_muscle,24.0,intermediate,True
15267,30,male,high,gain_muscle,25.7,intermediate,False
15268,29,male,high,gain_muscle,20.1,beginner,False
15269,31,male,high,gain_muscle,20.8,beginner,True
15270,45,male,medium,lose_weight,24.2,intermediate,True
15271,17,male,high,stay_fit,25.2,intermediate,False
15272,34,male,medium,gain_muscle,23.5,beginner,False
15273,54,male,high,gain_muscle,25.0,beginner,False
15274,43,female,low,lose_weight,24.4,advanced,True
15275,24,male,medium,lose_weight,22.8,beginner,False
15276,30,male,high,gain_muscle,23.9,beginner,False
15277,21,male,medium,gain_muscle,23.9,beginner,False
15278,32,female,low,gain_muscle,24.1,advanced,True
15279,26,male,medium,stay_fit,23.6,beginner,False
15280,40,female,medium,stay_fit,25.0,beginner,False
15281,34,female,medium,lose_weight,26.8,beginner,True
15282,16,female,medium,stay_fit,25.3,intermediate,False
15283,52,female,low,gain_muscle,17.1,intermediate,False
15284,23,male,high,stay_fit,19.8,intermediate,False
15285,19,male,medium,stay_fit,25.8,advanced,False
15286,43,female,low,lose_weight,21.6,advanced,False
15287,30,female,high,lose_weight,27.5,intermediate,False
15288,32,female,medium,gain_muscle,19.6,intermediate,False
15289,18,female,medium,lose_weight,26.5,intermediate,False
15290,35,female,high,lose_weight,21.4,advanced,False
15291,34,male,high,lose_weight,27.4,intermediate,False
15292,53,female,medium,stay_fit,21.8,intermediate,False
15293,32,female,low,lose_weight,21.1,beginner,False
15294,17,female,low,stay_fit,24.2,beginner,False
15295,23,male,high,stay_fit,19.6,advanced,False
15296,17,female,high,stay_fit,21.2,advanced,False
15297,27,female,medium,gain_muscle,26.6,beginner,False
15298,20,male,medium,gain_muscle,28.4,beginner,False
15299,17,male,medium,lose_weight,23.3,beginner,True
15300,26,male,high,stay_fit,22.5,beginner,True
15301,24,female,medium,lose_weight,19.4,advanced,False
15302,18,male,medium,lose_weight,25.9,intermediate,False
15303,43,male,medium,lose_weight,22.7,intermediate,False
15304,23,male,low,lose_weight,20.4,intermediate,True
15305,32,female,low,stay_fit,24.8,intermediate,False
15306,16,male,medium,lose_weight,20.0,beginner,True
15307,18,male,medium,lose_weight,24.5,advanced,False
15308,35,female,high,lose_weight,22.8,intermediate,False
15309,21,female,medium,stay_fit,24.6,beginner,False
15310,31,male,low,stay_fit,19.6,advanced,False
15311,40,female,medium,gain_muscle,24.6,beginner,False
15312,40,female,low,gain_muscle,18.7,intermediate,False
15313,33,male,low,lose_weight,24.8,intermediate,False
15314,34,male,medium,lose_weight,23.7,beginner,True
15315,17,male,high,stay_fit,18.4,intermediate,False
15316,35,female,high,lose_weight,24.0,intermediate,True
15317,18,male,medium,stay_fit,26.1,beginner,False
15318,33,male,medium,lose_weight,22.7,beginner,False
15319,29,female,high,lose_weight,20.1,intermediate,False
15320,17,male,medium,stay_fit,22.7,advanced,True
15321,25,female,medium,gain_muscle,17.2,beginner,False
15322,34,female,medium,stay_fit,24.9,intermediate,False
15323,23,male,low,lose_weight,26.3,beginner,False
15324,45,female,medium,gain_muscle,22.6,intermediate,True
15325,31,male,high,stay_fit,23.2,advanced,False
15326,18,male,medium,stay_fit,27.3,intermediate,True
15327,19,male,low,gain_muscle,28.6,beginner,True
15328,21,male,medium,stay_fit,26.2,intermediate,False
15329,40,female,medium,gain_muscle,21.0,beginner,True
15330,37,male,high,stay_fit,27.7,intermediate,False
15331,31,male,low,lose_weight,25.9,intermediate,False
15332,34,female,medium,lose_weight,24.7,beginner,True
15333,38,male,medium,stay_fit,24.9,beginner,True
15334,33,female,high,gain_muscle,27.2,beginner,True
15335,25,male,medium,gain_muscle,18.4,beginner,False
15336,22,female,high,lose_weight,23.5,beginner,False
15337,42,male,low,lose_weight,20.6,intermediate,True
15338,29,male,low,lose_weight,25.2,beginner,True
15339,23,male,medium,lose_weight,21.5,intermediate,False
15340,23,male,medium,lose_weight,33.3,beginner,True
15341,24,female,medium,stay_fit,26.3,advanced,False
15342,21,male,low,lose_weight,20.5,intermediate,False
15343,20,male,medium,lose_weight,26.9,beginner,True
15344,28,male,medium,gain_muscle,22.8,intermediate,True
15345,16,female,medium,gain_muscle,24.3,beginner,False
15346,17,female,low,stay_fit,23.6,advanced,False
15347,41,male,high,gain_muscle,18.5,intermediate,False
15348,20,male,medium,lose_weight,22.2,intermediate,False
15349,16,male,low,gain_muscle,20.6,beginner,False
15350,54,male,medium,lose_weight,16.8,beginner,True
15351,20,male,medium,lose_weight,22.4,beginner,False
15352,25,male,medium,stay_fit,23.2,beginner,True
15353,40,male,medium,stay_fit,19.6,intermediate,False
15354,33,female,high,stay_fit,27.2,intermediate,True
15355,22,male,high,lose_weight,25.1,beginner,False
15356,19,female,low,lose_weight,24.3,beginner,False
15357,29,male,low,gain_muscle,25.5,beginner,False
15358,25,female,low,lose_weight,25.6,intermediate,True
15359,16,male,medium,stay_fit,24.8,intermediate,False
15360,25,male,low,lose_weight,28.6,beginner,False
15361,19,female,high,gain_muscle,17.7,intermediate,False
15362,28,male,medium,gain_muscle,25.6,beginner,False
15363,55,male,medium,stay_fit,22.9,beginner,False
15364,17,male,medium,lose_weight,28.2,beginner,False
15365,31,female,high,lose_weight,25.1,beginner,False
15366,50,male,low,stay_fit,23.7,beginner,True
15367,22,female,medium,lose_weight,28.3,intermediate,False
15368,30,male,medium,stay_fit,23.5,intermediate,True
15369,53,male,medium,lose_weight,25.3,intermediate,True
15370,29,male,medium,stay_fit,22.1,intermediate,False
15371,40,male,low,stay_fit,24.4,beginner,False
15372,54,male,medium,stay_fit,30.2,intermediate,True
15373,45,female,high,gain_muscle,26.6,intermediate,True
15374,43,male,low,lose_weight,25.3,intermediate,False
15375,34,male,medium,lose_weight,19.9,intermediate,False
15376,24,female,low,gain_muscle,31.1,advanced,False
15377,26,female,medium,lose_weight,20.3,beginner,False
15378,18,female,medium,lose_weight,24.2,beginner,False
15379,21,female,medium,lose_weight,25.4,beginner,False
15380,21,male,medium,lose_weight,25.9,advanced,True
15381,24,female,low,stay_fit,21.9,beginner,True
15382,33,male,medium,lose_weight,26.0,intermediate,False
15383,19,male,medium,stay_fit,20.3,beginner,False
15384,29,female,low,lose_weight,29.0,beginner,False
15385,45,female,medium,lose_weight,20.1,intermediate,True
15386,22,female,low,lose_weight,22.4,beginner,False
15387,23,male,high,gain_muscle,25.7,beginner,True
15388,19,male,low,lose_weight,23.5,intermediate,False
15389,31,male,medium,lose_weight,28.5,advanced,False
15390,27,female,low,lose_weight,27.8,intermediate,False
15391,34,male,medium,gain_muscle,25.5,advanced,False
15392,51,female,medium,lose_weight,21.8,intermediate,False
15393,34,male,medium,gain_muscle,23.6,intermediate,True
15394,19,female,medium,stay_fit,19.6,beginner,True
15395,35,female,low,lose_weight,21.5,beginner,True
15396,39,male,low,lose_weight,23.3,intermediate,False
15397,35,male,high,gain_muscle,26.6,intermediate,False
15398,50,female,medium,lose_weight,25.3,intermediate,False
15399,19,male,medium,lose_weight,23.2,intermediate,False
15400,22,female,high,gain_muscle,21.7,advanced,True
15401,22,male,low,gain_muscle,26.3,beginner,True
15402,31,male,medium,lose_weight,22.3,advanced,True
15403,35,female,low,stay_fit,26.0,beginner,False
15404,22,male,low,lose_weight,25.6,beginner,True
15405,53,female,low,stay_fit,27.2,beginner,False
15406,39,male,high,gain_muscle,21.4,advanced,True
15407,24,female,medium,stay_fit,22.7,advanced,False
15408,19,male,low,stay_fit,24.0,advanced,False
15409,24,male,low,gain_muscle,23.1,intermediate,False
15410,34,male,low,stay_fit,22.0,intermediate,False
15411,21,female,high,lose_weight,22.0,intermediate,True
15412,23,male,medium,lose_weight,20.2,beginner,False
15413,18,female,high,stay_fit,21.7,beginner,True
15414,40,male,high,lose_weight,26.1,intermediate,True
15415,40,female,high,stay_fit,26.7,advanced,True
15416,20,female,low,lose_weight,24.9,advanced,True
15417,26,male,low,gain_muscle,23.3,beginner,True
15418,16,male,medium,stay_fit,23.7,advanced,True
15419,44,male,medium,gain_muscle,28.2,beginner,True
15420,42,male,medium,gain_muscle,26.6,beginner,False
15421,33,male,low,gain_muscle,16.2,advanced,False
15422,54,female,high,stay_fit,21.4,advanced,False
15423,39,male,low,lose_weight,22.4,beginner,True
15424,22,female,low,lose_weight,28.6,advanced,True
15425,24,female,medium,gain_muscle,25.9,beginner,False
15426,42,male,low,gain_muscle,19.7,intermediate,True
15427,27,male,low,gain_muscle,26.1,beginner,False
15428,35,male,low,stay_fit,32.6,intermediate,False
15429,21,female,low,lose_weight,26.5,advanced,True
15430,26,male,low,gain_muscle,21.4,intermediate,False
15431,24,male,low,lose_weight,28.5,beginner,False
15432,16,female,medium,gain_muscle,25.0,beginner,True
15433,18,male,medium,lose_weight,22.0,advanced,False
15434,32,female,medium,lose_weight,24.1,beginner,False
15435,33,male,medium,gain_muscle,23.3,intermediate,False
15436,23,male,low,gain_muscle,21.9,beginner,False
15437,18,female,low,lose_weight,20.3,advanced,True
15438,16,male,high,stay_fit,22.2,beginner,True
15439,33,female,medium,lose_weight,23.8,intermediate,True
15440,29,male,low,gain_muscle,26.4,intermediate,True
15441,31,female,high,lose_weight,20.2,beginner,True
15442,19,male,medium,gain_muscle,19.9,intermediate,False
15443,18,male,low,gain_muscle,24.3,advanced,True
15444,25,male,high,lose_weight,23.0,advanced,False
15445,19,male,medium,stay_fit,22.8,beginner,False
15446,24,male,high,stay_fit,21.2,advanced,False
15447,36,male,low,gain_muscle,21.4,advanced,True
15448,20,male,low,lose_weight,20.6,beginner,True
15449,22,male,medium,stay_fit,18.6,beginner,True
15450,35,male,low,lose_weight,25.0,beginner,False
15451,24,male,low,lose_weight,25.5,beginner,False
15452,28,male,medium,gain_muscle,29.0,intermediate,True
15453,20,female,low,lose_weight,25.8,beginner,False
15454,41,male,high,gain_muscle,23.9,beginner,False
15455,22,male,medium,gain_muscle,25.4,beginner,True
15456,25,male,high,gain_muscle,22.9,beginner,False
15457,19,female,medium,lose_weight,21.4,beginner,False
15458,20,male,medium,stay_fit,25.9,beginner,False
15459,24,female,medium,lose_weight,24.9,intermediate,True
15460,19,male,medium,stay_fit,20.2,intermediate,False
15461,55,male,medium,stay_fit,23.9,beginner,True
15462,28,female,low,gain_muscle,21.5,advanced,True
15463,17,male,low,stay_fit,26.8,beginner,False
15464,17,male,low,lose_weight,22.7,beginner,False
15465,25,female,medium,lose_weight,29.1,beginner,False
15466,17,male,medium,lose_weight,27.5,intermediate,False
15467,34,female,low,lose_weight,20.7,beginner,True
15468,33,male,low,lose_weight,22.0,intermediate,False
15469,34,female,high,gain_muscle,26.0,beginner,False
15470,34,female,medium,lose_weight,24.2,beginner,False
15471,19,male,high,stay_fit,23.2,beginner,False
15472,43,female,high,gain_muscle,24.2,intermediate,False
15473,39,male,low,lose_weight,23.6,beginner,True
15474,27,male,high,stay_fit,27.0,beginner,False
15475,20,male,low,stay_fit,23.1,intermediate,False
15476,44,male,high,stay_fit,25.4,intermediate,False
15477,35,female,medium,stay_fit,25.4,intermediate,True
15478,16,male,medium,gain_muscle,27.7,intermediate,False
15479,23,female,medium,lose_weight,23.8,advanced,False
15480,23,male,high,gain_muscle,24.5,intermediate,False
15481,29,male,medium,gain_muscle,25.1,beginner,True
15482,21,male,medium,lose_weight,22.1,beginner,False
15483,43,male,low,stay_fit,23.5,advanced,True
15484,19,female,medium,stay_fit,21.3,intermediate,True
15485,21,female,low,lose_weight,26.1,beginner,False
15486,20,female,medium,lose_weight,28.7,intermediate,False
15487,18,female,medium,lose_weight,18.3,intermediate,False
15488,23,male,medium,stay_fit,27.0,beginner,True
15489,20,male,medium,lose_weight,23.9,beginner,False
15490,26,female,medium,lose_weight,27.8,intermediate,True
15491,47,male,high,lose_weight,24.8,intermediate,False
15492,16,male,low,gain_muscle,26.9,beginner,False
15493,35,male,high,gain_muscle,23.7,beginner,True
15494,39,male,high,gain_muscle,24.1,intermediate,False
15495,17,male,high,gain_muscle,26.9,beginner,False
15496,23,female,high,stay_fit,31.4,beginner,False
15497,41,male,medium,gain_muscle,22.4,beginner,False
15498,28,male,low,stay_fit,24.3,advanced,False
15499,27,male,medium,stay_fit,21.8,beginner,True
15500,22,female,medium,lose_weight,23.3,beginner,False
15501,17,female,high,lose_weight,22.5,intermediate,True
15502,22,female,medium,gain_muscle,21.0,beginner,False
15503,16,male,medium,lose_weight,25.5,beginner,False
15504,22,female,medium,gain_muscle,24.6,intermediate,False
15505,45,female,low,gain_muscle,21.3,beginner,True
15506,38,female,low,lose_weight,20.5,beginner,False
15507,19,female,medium,gain_muscle,26.6,beginner,False
15508,24,male,low,lose_weight,22.5,intermediate,False
15509,35,male,low,lose_weight,30.7,beginner,False
15510,50,male,medium,stay_fit,23.7,intermediate,False
15511,28,male,medium,lose_weight,24.1,beginner,False
15512,22,female,medium,gain_muscle,23.3,intermediate,True
15513,27,female,high,gain_muscle,19.8,intermediate,False
15514,49,female,low,lose_weight,19.8,beginner,False
15515,33,male,low,lose_weight,28.2,beginner,False
15516,16,male,medium,gain_muscle,28.0,beginner,True
15517,34,male,high,gain_muscle,21.0,beginner,False
15518,33,male,medium,gain_muscle,25.5,beginner,False
15519,36,male,low,stay_fit,28.0,intermediate,False
15520,34,male,medium,lose_weight,20.0,intermediate,False
15521,21,male,high,lose_weight,24.0,intermediate,False
15522,53,female,low,gain_muscle,22.4,intermediate,True
15523,30,male,low,stay_fit,24.5,beginner,True
15524,39,female,medium,gain_muscle,27.7,intermediate,False
15525,16,male,low,lose_weight,25.2,advanced,True
15526,21,male,medium,gain_muscle,25.8,beginner,False
15527,43,female,low,gain_muscle,17.3,beginner,False
15528,17,female,low,gain_muscle,26.1,advanced,False
15529,22,male,medium,stay_fit,23.9,intermediate,False
15530,17,male,low,lose_weight,30.5,beginner,False
15531,18,male,low,gain_muscle,25.8,advanced,False
15532,25,female,high,stay_fit,23.0,advanced,False
15533,22,female,low,stay_fit,29.7,intermediate,True
15534,46,male,medium,stay_fit,23.8,advanced,False
15535,21,male,high,gain_muscle,24.8,beginner,True
15536,34,female,low,gain_muscle,19.9,beginner,False
15537,19,male,low,gain_muscle,22.1,beginner,True
15538,16,female,medium,stay_fit,21.8,advanced,False
15539,24,male,medium,lose_weight,23.5,advanced,False
15540,32,male,medium,lose_weight,20.3,intermediate,False
15541,35,male,high,stay_fit,18.8,advanced,True
15542,17,male,low,lose_weight,24.3,advanced,False
15543,29,male,medium,lose_weight,19.6,beginner,False
15544,19,female,high,stay_fit,26.2,intermediate,False
15545,26,female,low,lose_weight,29.9,beginner,True
15546,43,female,low,lose_weight,24.7,beginner,False
15547,16,male,medium,stay_fit,24.8,intermediate,True
15548,29,male,high,lose_weight,17.3,beginner,False
15549,24,male,low,gain_muscle,25.9,intermediate,False
15550,17,female,medium,gain_muscle,23.8,intermediate,False
15551,38,male,low,stay_fit,25.4,beginner,True
15552,52,male,medium,lose_weight,20.5,advanced,False
15553,37,male,low,lose_weight,23.2,advanced,True
15554,21,male,medium,gain_muscle,27.7,beginner,True
15555,22,male,medium,gain_muscle,21.7,beginner,False
15556,33,female,high,lose_weight,23.0,beginner,False
15557,30,female,high,gain_muscle,26.7,intermediate,False
15558,22,female,high,stay_fit,26.1,beginner,True
15559,20,female,low,lose_weight,27.2,advanced,False
15560,22,female,low,lose_weight,21.9,beginner,False
15561,34,male,medium,lose_weight,23.5,beginner,True
15562,37,male,medium,gain_muscle,21.3,advanced,False
15563,22,female,medium,lose_weight,21.1,intermediate,False
15564,28,male,low,gain_muscle,21.1,intermediate,True
15565,17,male,medium,stay_fit,23.9,beginner,False
15566,23,male,low,lose_weight,28.8,beginner,False
15567,27,male,medium,lose_weight,27.8,intermediate,True
15568,45,male,low,lose_weight,25.6,beginner,False
15569,17,male,high,lose_weight,21.3,intermediate,False
15570,35,male,low,stay_fit,20.9,intermediate,True
15571,29,female,high,lose_weight,23.1,beginner,True
15572,22,male,high,stay_fit,25.2,advanced,False
15573,34,female,medium,stay_fit,25.7,intermediate,False
15574,18,male,high,gain_muscle,24.7,beginner,False
15575,32,male,low,stay_fit,23.7,beginner,False
15576,16,male,medium,lose_weight,24.6,intermediate,False
15577,20,male,high,gain_muscle,22.3,advanced,False
15578,21,female,low,lose_weight,19.7,beginner,True
15579,17,female,medium,lose_weight,23.1,intermediate,True
15580,21,female,medium,lose_weight,24.5,beginner,False
15581,35,female,medium,gain_muscle,23.6,beginner,False
15582,16,male,high,stay_fit,19.4,intermediate,False
15583,25,male,medium,lose_weight,23.4,beginner,True
15584,26,male,low,stay_fit,22.2,intermediate,False
15585,35,male,high,stay_fit,28.0,beginner,True
15586,45,male,low,gain_muscle,25.7,beginner,False
15587,34,male,high,gain_muscle,15.0,beginner,False
15588,32,male,high,gain_muscle,24.2,beginner,True
15589,32,male,high,stay_fit,20.6,advanced,False
15590,18,male,medium,lose_weight,19.6,intermediate,False
15591,38,female,medium,lose_weight,17.1,beginner,False
15592,17,male,medium,lose_weight,26.6,beginner,True
15593,18,female,medium,stay_fit,27.0,beginner,False
15594,25,female,low,lose_weight,19.5,intermediate,False
15595,51,male,low,stay_fit,27.4,beginner,False
15596,34,male,medium,gain_muscle,30.3,intermediate,False
15597,17,male,medium,stay_fit,23.4,advanced,True
15598,17,female,medium,stay_fit,21.3,intermediate,False
15599,29,female,medium,lose_weight,23.8,beginner,True
15600,17,male,medium,lose_weight,27.5,intermediate,True
15601,19,male,medium,gain_muscle,27.9,beginner,True
15602,34,female,low,stay_fit,23.9,beginner,True
15603,29,male,medium,stay_fit,21.2,intermediate,True
15604,19,female,low,stay_fit,24.7,beginner,False
15605,20,male,medium,gain_muscle,23.7,intermediate,True
15606,22,male,low,lose_weight,24.4,beginner,False
15607,34,female,medium,gain_muscle,22.8,intermediate,False
15608,23,female,low,lose_weight,24.6,beginner,True
15609,32,female,low,gain_muscle,18.4,beginner,False
15610,33,male,medium,gain_muscle,25.1,beginner,True
15611,27,male,low,stay_fit,27.4,intermediate,False
15612,35,female,medium,stay_fit,23.4,intermediate,True
15613,18,male,high,lose_weight,24.4,beginner,False
15614,27,male,medium,gain_muscle,19.2,beginner,False
15615,45,female,medium,stay_fit,25.6,beginner,False
15616,22,male,medium,gain_muscle,26.8,intermediate,False
15617,18,male,low,lose_weight,28.9,advanced,False
15618,22,female,medium,lose_weight,16.9,intermediate,False
15619,22,female,medium,lose_weight,25.6,advanced,False
15620,44,male,low,gain_muscle,18.8,intermediate,True
15621,48,male,low,lose_weight,25.2,beginner,False
15622,30,female,medium,gain_muscle,22.3,intermediate,False
15623,27,female,medium,lose_weight,25.5,intermediate,False
15624,23,female,high,lose_weight,25.3,beginner,True
15625,29,male,medium,gain_muscle,24.2,beginner,False
15626,18,male,medium,gain_muscle,22.6,intermediate,False
15627,39,male,medium,stay_fit,24.5,advanced,False
15628,16,female,medium,lose_weight,26.8,beginner,True
15629,19,female,low,lose_weight,24.8,intermediate,False
15630,23,male,low,gain_muscle,26.4,intermediate,False
15631,19,male,medium,stay_fit,19.8,intermediate,False
15632,29,male,medium,gain_muscle,24.2,beginner,False
15633,51,female,medium,stay_fit,22.5,beginner,True
15634,43,female,medium,stay_fit,26.3,beginner,True
15635,42,male,low,stay_fit,25.6,beginner,False
15636,18,male,low,stay_fit,22.5,intermediate,False
15637,27,male,high,stay_fit,24.5,intermediate,False
15638,52,male,low,stay_fit,23.6,intermediate,True
15639,26,female,low,gain_muscle,25.2,intermediate,False
15640,22,female,medium,lose_weight,25.0,intermediate,False
15641,19,male,medium,stay_fit,24.2,intermediate,False
15642,30,male,medium,lose_weight,20.0,beginner,True
15643,25,female,medium,stay_fit,28.5,intermediate,False
15644,18,male,high,gain_muscle,27.2,advanced,False
15645,23,male,low,lose_weight,24.3,intermediate,True
15646,30,female,medium,stay_fit,25.6,intermediate,False
15647,24,female,medium,gain_muscle,25.8,advanced,True
15648,34,female,low,stay_fit,21.9,advanced,True
15649,27,male,medium,lose_weight,27.7,intermediate,False
15650,45,male,medium,stay_fit,17.9,beginner,False
15651,17,male,medium,gain_muscle,18.9,beginner,False
15652,19,male,high,lose_weight,21.9,beginner,True
15653,18,female,medium,lose_weight,25.0,advanced,False
15654,25,male,medium,gain_muscle,24.4,intermediate,False
15655,23,female,high,stay_fit,24.2,intermediate,True
15656,29,male,medium,gain_muscle,23.8,beginner,False
15657,31,male,medium,lose_weight,23.0,advanced,False
15658,18,female,medium,stay_fit,20.2,beginner,False
15659,26,male,medium,stay_fit,19.9,advanced,False
15660,32,male,medium,stay_fit,20.1,intermediate,True
15661,28,male,low,stay_fit,20.7,advanced,True
15662,39,male,high,lose_weight,19.8,beginner,True
15663,37,male,medium,lose_weight,19.7,beginner,False
15664,25,male,medium,stay_fit,23.2,beginner,False
15665,22,female,low,lose_weight,27.2,intermediate,True
15666,24,female,medium,lose_weight,25.3,intermediate,True
15667,50,male,high,gain_muscle,21.2,intermediate,True
15668,38,male,high,gain_muscle,21.9,beginner,True
15669,37,male,medium,stay_fit,29.7,beginner,False
15670,29,male,medium,lose_weight,22.5,advanced,True
15671,24,male,medium,gain_muscle,20.7,beginner,False
15672,50,female,low,gain_muscle,23.1,intermediate,False
15673,16,male,medium,stay_fit,22.3,advanced,False
15674,19,female,medium,gain_muscle,21.4,beginner,False
15675,30,female,high,lose_weight,24.1,intermediate,True
15676,19,female,medium,gain_muscle,27.8,intermediate,False
15677,16,male,medium,stay_fit,20.0,advanced,False
15678,20,male,high,lose_weight,25.2,intermediate,False
15679,19,female,medium,lose_weight,27.0,intermediate,False
15680,46,male,low,lose_weight,25.4,beginner,False
15681,34,female,medium,lose_weight,27.1,advanced,True
15682,27,male,medium,stay_fit,25.6,intermediate,True
15683,24,male,medium,gain_muscle,21.9,beginner,True
15684,26,female,low,gain_muscle,29.4,beginner,True
15685,29,female,medium,lose_weight,25.6,advanced,False
15686,25,female,high,stay_fit,30.9,beginner,False
15687,20,female,medium,stay_fit,18.4,advanced,False
15688,20,male,low,gain_muscle,31.2,beginner,True
15689,26,male,medium,lose_weight,26.6,advanced,False
15690,21,female,medium,gain_muscle,25.4,beginner,True
15691,18,male,medium,gain_muscle,21.2,beginner,False
15692,17,female,medium,gain_muscle,26.2,beginner,False
15693,16,male,medium,gain_muscle,27.6,beginner,False
15694,26,male,high,lose_weight,18.7,advanced,False
15695,42,male,medium,lose_weight,25.7,intermediate,True
